clean_text,main_label,sub_label
IBM Lotus Domino Server.,content,knowledge
Reporting Tools:,content,knowledge
MS Excel Reporting.,content,knowledge
· Work Experience:,header,experience
From Date,content,experience
To Date,content,experience
Company Name,content,experience
Designation,content,experience
2006,content,experience
September 2009,content,experience
CBT-i,content,experience
Software Engineer,content,experience
2009,content,experience
September 2010,content,experience
Syntel Ltd.,content,experience
Analyst Programmer,content,experience
2010,content,experience
Till Present,content,experience
IBM India PVT Ltd.,content,experience
System Engineer,content,experience
· Work Experience (Project Description):,header,experience
Web Solution Enabler (WSE) :,content,experience
Technology Used:,header,knowledge
"· Front-end: Formula Language, Lotus Script, JavaScript, HTML and CSS.",content,knowledge
· Back-end : Lotus Notes,content,knowledge
· Operating System: Windows XP,content,knowledge
Synopsis:,content,experience
Project Description: Web Solutions Enabler (WSE) is a technical,content,experience
"Platform providing the way for implementing Web Applications with a productive, engineered and cost effective approach. The Web Solutions Enabler technology has been implemented in the ibm.com Global Technical Sales Support team as an answer to the increasing demand for customized IBM Web solutions for improving sales, enhancing customer satisfaction and reducing operational costs.",content,experience
Contribution: Working on the application as Global technical support as WSE domino support and application maintenance.,content,experience
Role & Responsibilities:,header,experience
· Application maintenance and support,content,experience
· Involved in client interaction to gather the requirements.,content,experience
· Participated in developing the technical design document.,content,experience
· Involved in preparation of Test case.,content,experience
Online Maintenance Management (OMM) :,content,experience
Technology Used:,header,knowledge
"· Front-end: Formula Language, Lotus Script, JavaScript, HTML and CSS.",content,knowledge
· Back-end : Lotus Notes,content,knowledge
· Operating System: Windows XP,content,knowledge
Synopsis:,content,experience
"Project Description: Manage IBM proposals for support coverage, and address exposures in your current coverage. IBM has posted proposals for technical support coverage below. You are able to review and agree to these proposals online. In addition, IBM has listed equipment that is not on a support agreement. You may click on the links in the left-side navigation bar to view proposals and manage equipment support coverage, Manage Inventory, documents and reports.",content,experience
Role & Responsibilities:,header,experience
· Application maintenance and support,content,experience
· Involved in client interaction to gather the requirements.,content,experience
· Participated in developing the technical design document.,content,experience
· Involved in preparation of Test case.,content,experience
MoodysNet (Web Based Application):,content,experience
Technology Used:,content,experience
"· Front-end: Web Lotus Notes Formula Language, JavaScript",content,knowledge
"Lotus Script, HTML, CSS.",content,knowledge
· Back-end : Lotus Notes,content,experience
"· Operating System: Windows 9x, 2000, Windows XP/ Windows Vista.",content,experience
Synopsis:,content,experience
"Project Description: This site is used as the homepage for MoodysNet. It contains a lot of the forms, views and background scripts that pull together the relevant data that forms the intranet homepage.",content,experience
Access to the database is open to all users for reading and searching.,content,experience
"Administrators can add documents by choosing one of the New options from the menu and completing all the fields, especially the document title field. Selecting New Homepage will generate a new MoodysNet lead story and will move the existing story into the archives. A New Menu Item will add a new element to the menu in hte left navigator bar. System documents and Attachments can be added using the relevant links in the Admin Section menu. All fields are mandatory!",content,experience
Role & Responsibilities:,header,experience
· Software Developer,content,experience
· Participated in developing the technical design document,content,experience
· Involved in preparation of Test cases.,content,experience
· Involved in Client Interaction to gather the requirements.,content,experience
CRF :,content,experience
Technology Used:,content,experience
"· Front-end: Formula Language, Lotus Script",content,experience
· Back-end : Lotus Notes,content,experience
· Operating System: Windows XP,content,experience
Synopsis:,content,experience
"Project Description: Change request form (CRF) is client based workflow application. This database is used to facilitate the creation, approval and tracking of all documents relating to change request form.",content,experience
In this application we have used serial workflows which have different stages. Initiator raise a CRF the flow goes to Initiator -> Supervisor -> Application Head -> Application Supervisor. Any one of these can,content,experience
approve or reject the request. We have maintained status for each level which sends an email to next level. We have created different,content,experience
Section and user data fetched for other application.,content,experience
Role & Responsibilities:,header,experience
· Application maintenance and support,content,experience
· Involved in client interaction to gather the requirements.,content,experience
· Involved in preparation of Test case.,content,experience
Purchase Committee Approval Memorandum :,content,experience
Technology Used:,content,experience
"· Front-end: Lotus Notes Formula Language, Lotus Script",content,experience
· Back-end : Lotus Notes,content,experience
"Operating System: Windows 9x, 2000, Windows XP.",content,experience
Synopsis:,content,experience
"Project Description: Purchase Committee Approval Memorandum is client based workflow application. In this application PCAM details fetched from different database. This database is used to facilitate the creation, approval and tracking of all documents relating to PCAM",content,experience
Role & Responsibilities:,content,experience
· Application maintenance and support,content,experience
· Software developer,content,experience
· Involved in preparation of unit test cases.,content,experience
I here by declare that the above information is true to the best of my knowledge and belief.,meta,others
Date:,meta,others
Place : Pune Sign : Hari Patil,meta,others
Resume of Hari Patil,meta,others
- 4 -,meta,others
email: hari.patil31@gmail.com,meta,others
RESUME,header,others
M. SYED ABUDHAGIR RIAZ,meta,others
"No. 38, 1st Street,",meta,others
"Periyar Nagar,",meta,others
"Adambakkam,",meta,others
Chennai – 600 088,meta,others
Academic credentials,header,education
EDUCATIONAL QUALIFICATION,content,education
NAME OF THE INSTITUTION,content,education
BOARD / UNIVERSITY,content,education
YEAR OF PASSING,content,education
% OF MARKS,content,education
B.Com,content,education
The New College,content,education
University of Madras,content,education
